taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Falseuncaria degreyana,NHMSYS0021143146,1,1,1700,,,
Falseuncaria ruficiliana,NHMSYS0000502685,1,1,1700,,,
Friedlanderia cicatricella,NHMSYS0000516769,1,1,1700,,,
Furcula bicuspis,NBNSYS0000006082,1,1,1700,,,
Furcula bifida,NBNSYS0000006084,1,1,1700,,,
Furcula furcula,NBNSYS0000006083,1,1,1700,,,
Gagitodes sagittata,NHMSYS0021144066,1,1,1700,,,
Galgula partita,NHMSYS0021144570,7,10,2008,,,
Galleria mellonella,NHMSYS0000502701,1,1,1700,,,
Gandaritis pyraliata,NHMSYS0021143990,1,1,1700,,,
Gastropacha quercifolia,NBNSYS0000005714,1,1,1700,,,
Gelechia cuneatella,NHMSYS0000502705,1,1,1700,,,
Gelechia hippophaella,NHMSYS0000502706,1,1,1700,,,
Gelechia muscosella,NHMSYS0000502707,1,1,1700,,,
Gelechia nigra,NHMSYS0000502708,1,1,1700,,,
Gelechia rhombella,NHMSYS0021142740,1,1,1700,,,
Gelechia sabinellus,NBNSYS0100003245,1,1,1971,31,12,1978
Gelechia scotinella,NHMSYS0000502710,1,1,1700,,,
Gelechia senticetella,NHMSYS0000502712,1,1,1700,,,
Gelechia sororculella,NHMSYS0021142742,1,1,1700,,,
Gelechia turpella,NHMSYS0021142745,1,1,1700,,,
Geometra papilionaria,NBNSYS0000005739,1,1,1700,,,
Gibberifera simplana,NHMSYS0000502722,1,1,1700,,,
Gillmeria ochrodactyla,NHMSYS0021142899,1,1,1700,,,
Gillmeria pallidactyla,NHMSYS0021142897,1,1,1700,,,
Glacies coracina,NHMSYS0000502725,1,1,1700,,,
Globia algae,NHMSYS0021144657,1,1,1700,,,
Globia sparganii,NHMSYS0021144656,1,1,1879,,,
Gluphisia crenata,NBNSYS0000006102,1,6,1839,,,
Gluphisia crenata crenata,NHMSYS0021144359,1,6,1839,,,
Gluphisia crenata vertunea,NHMSYS0021144360,1,6,1839,,,
Glyphipterix equitella,NHMSYS0000502732,1,1,1700,,,
Glyphipterix forsterella,NHMSYS0000502734,1,1,1700,,,
Glyphipterix fuscoviridella,NHMSYS0000502735,1,1,1700,,,
Glyphipterix haworthana,NHMSYS0000502736,1,1,1700,,,
Glyphipterix schoenicolella,NHMSYS0000502738,1,1,1700,,,
Glyphipterix simpliciella,NHMSYS0000502739,1,1,1700,,,
Glyphipterix thrasonella,NHMSYS0000502740,1,1,1700,,,
Gnophos dumetata,NHMSYS0021167195,1,8,1991,,,
Gnophos dumetata dumetata,NHMSYS0021144287,1,8,1991,,,
Gnophos dumetata hibernica,NHMSYS0021144288,1,8,1991,,,
Gnophos obfuscata,NHMSYS0021144283,1,1,1700,,,
Gnorimoschema streliciella,NHMSYS0000502746,1,1,1700,31,12,1909
Gortyna borelii,NHMSYS0000520248,1,1,1968,,,
Gortyna borelii borelii,NHMSYS0021144612,1,1,1968,,,
Gortyna borelii lunata,NHMSYS0021144613,1,1,1968,,,
Gortyna flavago,NHMSYS0021144610,1,1,1700,,,
Gracillaria syringella,NHMSYS0020973221,1,1,1700,,,
Grammodes stolida,NBNSYS0000006566,23,9,1903,,,
Graphiphora augur,NBNSYS0000006200,1,1,1700,,,
Grapholita caecana,NHMSYS0021143366,1,1,1700,,,
Grapholita compositella,NBNSYS0100003283,1,1,1700,,,
Grapholita funebrana,NHMSYS0021143375,1,1,1700,,,
Grapholita gemmiferana,NHMSYS0021143369,1,1,1700,,,
Grapholita internana,NBNSYS0100003286,1,1,1700,,,
Grapholita janthinana,NBNSYS0100003287,1,1,1700,,,
Grapholita jungiella,NBNSYS0100003288,1,1,1700,,,
Grapholita lathyrana,NHMSYS0021143371,1,1,1700,,,
Grapholita lobarzewskii,NBNSYS0100003290,1,1,1700,,,
Grapholita lunulana,NBNSYS0100003291,1,1,1700,,,
Grapholita orobana,NHMSYS0021143368,1,1,1700,,,
Grapholita pallifrontana,NHMSYS0021143364,1,1,1700,,,
Grapholita tenebrosana,NHMSYS0021143376,1,1,1700,,,
Gravitarmata margarotana,NHMSYS0021143322,1,1,1700,,,
Griposia aprilina,NBNSYS0000147940,1,1,1700,,,
Gymnancyla canella,NHMSYS0021143662,1,1,1700,,,
Gymnoscelis rufifasciata,NBNSYS0000005950,1,1,1700,,,
Gynnidomorpha alismana,NBNSYS0100003311,1,1,1700,,,
Gynnidomorpha luridana,NBNSYS0100003312,1,1,1700,,,
Gynnidomorpha minimana,NBNSYS0100003313,1,1,1700,,,
Gynnidomorpha permixtana,NBNSYS0100003314,1,1,1700,,,
Gynnidomorpha vectisana,NBNSYS0100003315,1,1,1700,,,
Gypsonoma aceriana,NHMSYS0021143300,1,1,1700,,,
Gypsonoma dealbana,NHMSYS0000502782,1,1,1700,,,
Gypsonoma minutana,NHMSYS0021143296,1,1,1700,,,
Gypsonoma nitidulana,NHMSYS0000502784,1,1,1700,,,
Gypsonoma oppressana,NHMSYS0000502785,1,1,1700,,,
Gypsonoma sociana,NHMSYS0000502786,1,1,1700,,,
Habrosyne pyritoides,NBNSYS0000005725,1,1,1700,,,
Hada plebeja,NHMSYS0000502789,1,1,1700,,,
Hadena albimacula,NBNSYS0000006265,1,1,1700,,,
Hadena bicruris,NBNSYS0000006266,1,1,1700,,,
Hadena caesia,NHMSYS0000520318,1,1,1700,,,
Hadena caesia caesia,NHMSYS0021144851,1,1,1700,,,
Hadena caesia mananii,NHMSYS0021144852,1,1,1700,,,
Hadena compta,NHMSYS0021144848,1,1,1948,,,
Hadena confusa,NBNSYS0000006264,1,1,1700,,,
Hadena irregularis,NBNSYS0000006261,1,1,1700,31,12,1968
Hadena perplexa,NHMSYS0000520328,1,1,1700,,,
Hadena perplexa capsophila,NHMSYS0021144856,1,1,1700,,,
Hadena perplexa perplexa,NHMSYS0021144854,1,1,1700,,,
Haplotinea ditella,NHMSYS0000502802,1,1,1700,,,
Haplotinea insectella,NHMSYS0000502803,1,1,1700,,,
Harpella forficella,NHMSYS0021142556,1,1,1700,,,
Harpyia milhauseri,NBNSYS0000006090,11,6,1966,,,
Hecatera bicolorata,NBNSYS0000006255,1,1,1700,,,
Hecatera dysodea,NHMSYS0021144844,1,1,1700,,,
Hedya atropunctana,NHMSYS0021143169,1,1,1700,,,
Hedya nubiferana,NHMSYS0000502813,1,1,1700,,,
Hedya ochroleucana,NHMSYS0000502814,1,1,1700,,,
Hedya pruniana,NHMSYS0021143168,1,1,1700,,,
Hedya salicella,NHMSYS0000502816,1,1,1700,,,
Helcystogramma lutatella,NBNSYS0100003379,1,1,1700,,,
Helcystogramma rufescens,NBNSYS0100003380,1,1,1700,,,
Helcystogramma triannulella,NHMSYS0021120299,3,10,2013,,,
Helicoverpa armigera,NHMSYS0021144542,1,1,1700,,,
Heliodines roesella,NHMSYS0000502823,1,1,1700,31,12,1820
Heliothis maritima,NBNSYS0000006508,1,1,1700,,,
Heliothis maritima bulgarica,NHMSYS0021144539,1,1,1700,,,
Heliothis maritima maritima,NHMSYS0021144536,1,1,1700,,,
Heliothis maritima warneckei,NHMSYS0021144538,1,1,1700,,,
Heliothis nubigera,NHMSYS0021144541,1,1,1700,,,
Heliothis peltigera,NHMSYS0021144540,1,1,1700,,,
Heliothis viriplaca,NBNSYS0000006507,1,1,1700,,,
Heliozela hammoniella,NHMSYS0021142158,1,1,1700,,,
Heliozela resplendella,NBNSYS0100003404,1,1,1700,,,
Heliozela sericiella,NBNSYS0100003405,1,1,1700,,,
Hellinsia carphodactyla,NHMSYS0021142950,1,1,1700,,,
Hellinsia chrysocomae,NBNSYS0100003432,1,1,1700,,,
Hellinsia lienigianus,NHMSYS0021142951,1,1,1700,,,
Hellinsia osteodactylus,NBNSYS0100003433,1,1,1700,,,
Hellinsia tephradactyla,NHMSYS0021142949,1,1,1700,,,
Hellula undalis,NHMSYS0000502836,1,1,1700,,,
Helotropha leucostigma,NHMSYS0021167167,1,1,1700,,,
Helotropha leucostigma leucostigma,NHMSYS0021144606,1,1,1700,,,
Helotropha leucostigma scotica,NHMSYS0021144607,1,1,1700,,,
Hemaris fuciformis,NBNSYS0000006071,1,1,1700,,,
Hemaris tityus,NBNSYS0000006070,1,1,1700,,,
Hemistola chrysoprasaria,NHMSYS0021144321,1,1,1700,,,
Hemithea aestivaria,NHMSYS0021144330,1,1,1700,,,
Hepialus humuli,NBNSYS0000005307,1,1,1700,,,
Herminia grisealis,NHMSYS0021144427,1,1,1700,,,
Herminia tarsicrinalis,NBNSYS0000006595,11,7,1965,,,
Herminia tarsipennalis,NHMSYS0021144426,1,1,1700,,,
Herpetogramma licarsisalis,MM0001Z1GPZNU1ZJ,1,1,1700,,,
Heterogenea asella,NHMSYS0021143413,1,1,1700,,,
Hippotion celerio,NBNSYS0000006079,21,7,1779,,,
Hodebertia testalis,NHMSYS0021143735,1,1,2007,,,
Hofmannophila pseudospretella,NHMSYS0000502868,1,1,1700,,,
Homoeosoma nebulella,NHMSYS0021143670,1,1,1700,,,
Homoeosoma nimbella,NHMSYS0021143671,1,1,1700,,,
Homoeosoma sinuella,NHMSYS0000502872,1,1,1700,,,
Hoplodrina ambigua,NHMSYS0021144582,1,1,1700,,,
Hoplodrina blanda,NHMSYS0021144580,1,1,1700,,,
Hoplodrina octogenaria,NHMSYS0021144579,1,1,1700,,,
Hoplodrina superstes,NBNSYS0000006488,1,1,1886,31,12,1886
Horisme radicaria,NHMSYS0021297304,6,8,2004,,,
Horisme tersata,NHMSYS0021144044,1,1,1700,,,
Horisme vitalbata,NHMSYS0021144043,1,1,1700,,,
Hydraecia micacea,NBNSYS0000006466,1,1,1700,,,
Hydraecia osseola,NHMSYS0000520468,1,1,1951,,,
Hydraecia osseola hucherardi,NHMSYS0021144615,1,1,1951,,,
Hydraecia osseola osseola,NHMSYS0021144614,1,1,1951,,,
Hydraecia petasitis,NBNSYS0000006467,1,1,1700,,,
Hydrelia flammeolaria,NBNSYS0000005967,1,1,1700,,,
Hydrelia sylvata,NHMSYS0021144022,1,1,1700,,,
Hydria cervinalis,NHMSYS0021144038,1,1,1700,,,
Hydria undulata,NHMSYS0021144037,1,1,1700,,,
Hydriomena furcata,NBNSYS0000005857,1,1,1700,,,
Hydriomena impluviata,NHMSYS0021143961,1,1,1700,,,
Hydriomena ruberata,NHMSYS0021143965,1,1,1700,,,
Hylaea fasciaria,NBNSYS0000006054,1,1,1700,,,
Hyles euphorbiae,NBNSYS0000006074,1,1,1700,,,
Hyles gallii,MM0001Z10063HLV1,1,1,1700,,,
Hyles livornica,NHMSYS0021143839,1,1,1700,,,
Hypatima rhomboidella,NHMSYS0000502903,1,1,1700,,,
Hypatopa binotella,NHMSYS0021142873,1,1,2008,,,
Hypena crassalis,NBNSYS0000006580,1,1,1700,,,
Hypena lividalis,NHMSYS0021157662,9,11,2015,,,
Hypena obesalis,NHMSYS0021144366,5,10,1908,,,
Hypena obsitalis,NHMSYS0021144367,21,9,1884,,,
Hypena proboscidalis,NBNSYS0000006581,1,1,1700,,,
Hypena rostralis,NBNSYS0000006584,1,1,1700,,,
Hypenodes humidalis,MM0001Z100DMN711,1,1,1700,,,
Hypercallia citrinalis,NHMSYS0000502912,1,1,1700,31,12,1979
Hyphantria cunea,NHMSYS0021157674,13,5,2014,,,
Hyphoraia testudinaria,NHMSYS0021144400,29,5,2005,,,
Hypochalcia ahenella,NHMSYS0021143647,1,1,1700,,,
Hypomecis punctinalis,MM0001Z100758RH1,1,1,1700,,,
Hypomecis roboraria,NHMSYS0021144245,1,1,1700,,,
Hyppa rectilinea,NHMSYS0021144595,1,1,1700,,,
Hypsopygia costalis,NHMSYS0000502923,1,1,1700,,,
Hypsopygia glaucinalis,NHMSYS0021143699,1,1,1700,,,
Hysterophora maculosana,NHMSYS0000502925,1,1,1700,,,
Idaea aversata,NBNSYS0000005786,1,1,1700,,,
Idaea biselata,NBNSYS0000005775,1,1,1700,,,
Idaea contiguaria,NHMSYS0000520548,1,1,1700,,,
Idaea contiguaria britanniae,NHMSYS0021143859,1,1,1700,,,
Idaea contiguaria contiguaria,NHMSYS0021143858,1,1,1700,,,
Idaea degeneraria,NHMSYS0021143861,1,1,1831,,,
Idaea dilutaria,NHMSYS0021143845,1,1,1851,,,
Idaea dimidiata,NBNSYS0000005781,1,1,1700,,,
Idaea emarginata,NBNSYS0000005785,1,1,1700,,,
Idaea fuscovenosa,NBNSYS0000005778,1,1,1700,,,
Idaea humiliata,NBNSYS0000005779,1,1,1700,31,12,1931
Idaea muricata,NBNSYS0000005771,1,1,1700,,,
Idaea ochrata,NHMSYS0000520553,1,1,1700,31,12,1959
Idaea rusticata,NHMSYS0021143842,1,1,1831,,,
Idaea seriata,NBNSYS0000005780,1,1,1700,,,
Idaea serpentata,NBNSYS0000005770,1,1,1700,,,
Idaea straminata,NBNSYS0000005788,1,1,1700,,,
Idaea subsericeata,NBNSYS0000005782,1,1,1700,,,
Idaea sylvestraria,NHMSYS0021143853,1,1,1700,,,
Idaea trigeminata,NBNSYS0000005784,1,1,1700,,,
Incurvaria masculella,NHMSYS0021142172,1,1,1700,,,
Incurvaria oehlmanniella,NBNSYS0100003594,1,1,1700,,,
Incurvaria pectinea,NHMSYS0000502943,1,1,1700,,,
Incurvaria praelatella,NBNSYS0100003595,1,1,1700,,,
Infurcitinea albicomella,NHMSYS0000502949,1,1,1700,,,
Infurcitinea argentimaculella,NHMSYS0000502950,1,1,1700,,,
Infurcitinea captans,NHMSYS0020979380,1,1,1700,,,
Infurcitinea teriolella,NHMSYS0021166445,30,6,2015,,,
Ipimorpha retusa,NHMSYS0000502954,1,1,1700,,,
Ipimorpha subtusa,NHMSYS0021144745,1,1,1700,,,
Ischnoscia borreonella,NHMSYS0000502957,1,1,1700,,,
Isophrictis striatella,NHMSYS0021142691,1,1,1700,,,
Isotrias rectifasciana,NHMSYS0000502961,1,1,1700,,,
Isturgia limbaria,NBNSYS0000005990,1,1,1700,31,12,1914
Jodia croceago,NHMSYS0021144722,1,1,1700,4,11,1994
Jodis lactearia,NBNSYS0000005747,1,1,1700,,,
Jordanita globulariae,NHMSYS0000502970,1,1,1700,,,
Kessleria fasciapennella,NHMSYS0000502979,1,1,1700,,,
Kessleria saxifragae,NHMSYS0000502980,1,1,1700,,,
Korscheltellus fusconebulosa,NHMSYS0021142344,1,1,1700,,,
Korscheltellus lupulina,NHMSYS0021142343,1,1,1700,,,
Lacanobia blenna,NHMSYS0021144820,1,1,1857,,,
Lacanobia contigua,NHMSYS0021144816,1,1,1700,,,
Lacanobia oleracea,NBNSYS0000006251,1,1,1700,,,
Lacanobia splendens,NHMSYS0001703672,5,7,2001,,,
Lacanobia suasa,NHMSYS0021144817,1,1,1700,,,
Lacanobia thalassina,NBNSYS0000006249,1,1,1700,,,
Lacanobia w-latinum,NBNSYS0000006248,1,1,1700,,,
Laelia coenosa,NHMSYS0021144380,1,1,1819,,,
Lamoria anella,NHMSYS0021297284,5,10,2018,,,
Lampronia capitella,NHMSYS0000502996,1,1,1700,,,
Lampronia corticella,NBNSYS0100003655,1,1,1700,,,
Lampronia flavimitrella,NHMSYS0021142176,1,1,1700,,,
Lampronia fuscatella,NHMSYS0000502998,1,1,1700,,,
Lampronia luzella,NHMSYS0021142173,1,1,1700,,,
Lampronia morosa,NHMSYS0021142174,1,1,1700,,,
Lampronia pubicornis,NHMSYS0000503001,1,1,1700,,,
Lampropteryx otregiata,NBNSYS0000005831,1,1,1700,,,
Lampropteryx suffumata,NHMSYS0021144007,1,1,1700,,,
Laothoe populi,NBNSYS0000006069,1,1,1700,,,
Larentia clavaria,NBNSYS0000005825,1,1,1700,,,
Lasiocampa quercus,NBNSYS0000005707,1,1,1700,,,
Lasiocampa quercus callunae,NHMSYS0021143819,1,1,1700,,,
Lasiocampa quercus quercus,NHMSYS0021143818,1,1,1700,,,
Lasiocampa trifolii,NHMSYS0000503016,1,1,1700,,,
Lasiocampa trifolii flava,NHMSYS0021143816,1,1,1700,,,
Lasiocampa trifolii trifolii,NHMSYS0021143815,1,1,1700,,,
Laspeyria flexula,NHMSYS0021144440,1,1,1700,,,
Lateroligia ophiogramma,NHMSYS0021144683,1,1,1700,,,
Lathronympha strigana,NHMSYS0000503025,1,1,1700,,,
Lenisa geminipuncta,NHMSYS0021144636,1,1,1700,,,
Leucania comma,NBNSYS0000150498,1,1,1700,,,
Leucania loreyi,NHMSYS0021144875,1,1,1700,,,
Leucania obsoleta,NHMSYS0021144872,1,1,1700,,,
Leucania putrescens,NHMSYS0021144873,1,1,1859,,,
Leucochlaena oditis,NHMSYS0021144694,1,1,1700,,,
Leucodonta bicoloria,NHMSYS0021144353,1,1,1700,31,12,1938
Leucoma salicis,NBNSYS0000006117,1,1,1700,,,
Leucoptera laburnella,NHMSYS0000503047,1,1,1700,,,
Leucoptera lathyrifoliella,NHMSYS0021142517,1,1,1700,,,
Leucoptera lotella,NHMSYS0021142514,1,1,1700,,,
Leucoptera malifoliella,NHMSYS0021142518,1,1,1700,,,
Leucoptera orobi,NBNSYS0000025847,1,1,1700,,,
Leucoptera sinuella,NBNSYS0100003745,1,1,1700,31,12,1959
Leucoptera spartifoliella,NHMSYS0021142516,1,1,1700,,,
Leucospilapteryx omissella,NHMSYS0000503055,1,1,1700,,,
Levipalpus hepatariella,MM0001Z1005LL6O1,1,1,1700,,,
Ligdia adustata,NHMSYS0021144163,1,1,1700,,,
Limnaecia phragmitella,NHMSYS0000503068,1,1,1700,,,
Lithophane consocia,NHMSYS0001703673,21,9,2001,,,
Lithophane furcifera,NBNSYS0000006331,1,10,1859,,,
Lithophane furcifera furcifera,NHMSYS0021144729,1,1,1700,,,
Lithophane furcifera suffusa,NHMSYS0021144731,1,1,1700,10,5,1959
Lithophane lamda,NBNSYS0000006332,1,1,1865,,,
Lithophane leautieri,NHMSYS0000520793,1,1,1951,,,
Lithophane leautieri hesperica,NHMSYS0021144735,1,1,1951,,,
Lithophane leautieri leautieri,NHMSYS0021144734,1,1,1951,,,
Lithophane ornitopus,NHMSYS0000520798,1,1,1700,,,
Lithophane ornitopus lactipennis,NHMSYS0021144727,1,1,1700,,,
Lithophane ornitopus ornitopus,NHMSYS0021144726,1,1,1700,,,
Lithophane semibrunnea,NBNSYS0000006328,1,1,1700,,,
Lithophane socia,NBNSYS0000150730,1,1,1700,,,
Lithosia quadra,NBNSYS0000006137,1,1,1700,,,
Lithostege griseata,NHMSYS0021144148,1,1,1700,,,
Litoligia literosa,NHMSYS0021144686,1,1,1700,,,
Lobesia abscisana,NHMSYS0021143196,1,1,1700,,,
Lobesia botrana,NHMSYS0021143195,1,1,1700,,,
Lobesia littoralis,NHMSYS0021143200,1,1,1700,,,
Lobesia occidentis,NHMSYS0000503088,1,1,1700,,,
Lobesia reliquana,NHMSYS0021143198,1,1,1700,,,
Lobophora halterata,NBNSYS0000005970,1,1,1700,,,
Lomaspilis marginata,NBNSYS0000005978,1,1,1700,,,
Lomographa bimaculata,NBNSYS0000006049,1,1,1700,,,
Lomographa temerata,NHMSYS0021144269,1,1,1700,,,
Longalatedes elymi,NHMSYS0021144634,1,1,1700,,,
Loxostege sticticalis,NBNSYS0100003816,1,1,1700,,,
Lozotaenia forsterana,NHMSYS0000503099,1,1,1700,,,
Lozotaeniodes formosana,NHMSYS0021143037,1,1,1700,,,
Luffia ferchaultella,MM0001Z100BUSK11,1,1,1700,,,
Luffia lapidella,NHMSYS0000503105,1,1,1700,12,8,1992
Luperina dumerilii,NHMSYS0021144620,1,1,1700,,,
Luperina nickerlii,NHMSYS0000520843,1,1,1700,,,
Luperina nickerlii demuthi,NHMSYS0021144626,1,1,1700,,,
Luperina nickerlii gueneei,NHMSYS0021144623,1,1,1963,,,
Luperina nickerlii knilli,NHMSYS0021144624,1,1,1962,,,
Luperina nickerlii leechi,NHMSYS0021144625,1,1,1974,,,
Luperina nickerlii nickerlii,NHMSYS0021144622,1,1,1700,,,
Luperina testacea,NHMSYS0021144621,1,1,1700,,,
Luquetia lobella,NBNSYS0100003818,1,1,1700,,,
Lycia hirtaria,NBNSYS0000006018,1,1,1700,,,
Lycia lapponaria,NHMSYS0000520878,1,1,1700,,,
Lycia lapponaria lapponaria,NHMSYS0021144215,1,1,1700,,,
Lycia lapponaria scotica,NHMSYS0021144216,1,1,1700,,,
Lycia zonaria,NHMSYS0000520883,1,1,1700,,,
Lycia zonaria atlantica,NHMSYS0021144219,1,1,1700,,,
Lycia zonaria britannica,NHMSYS0021144218,1,1,1700,,,
Lycia zonaria zonaria,NHMSYS0021144217,1,1,1700,,,
Lycophotia porphyrea,NHMSYS0021144917,1,1,1700,,,
Lygephila craccae,NHMSYS0021144436,1,1,1700,,,
Lygephila pastinum,NBNSYS0000006570,1,1,1700,,,
Lymantria dispar,NBNSYS0000006120,1,1,1700,,,
Lymantria monacha,NBNSYS0000006119,1,1,1700,,,
Lyonetia clerkella,NHMSYS0000503134,1,1,1700,,,
Lyonetia prunifoliella,NHMSYS0000503135,1,1,1700,,,
Macaria alternata,NBNSYS0100003853,1,1,1700,,,
Macaria brunneata,NHMSYS0021144169,1,1,1700,,,
Macaria carbonaria,NBNSYS0100003855,1,1,1700,,,
Macaria liturata,NBNSYS0100003856,1,1,1700,,,
Macaria notata,NBNSYS0100003857,1,1,1700,,,
Macaria signaria,NHMSYS0021144167,1,1,1970,,,
Macaria wauaria,NBNSYS0100003859,1,1,1700,,,
Macdunnoughia confusa,NBNSYS0000006541,1,1,1900,,,
Macrochilo cribrumalis,NHMSYS0000503145,1,1,1700,,,
Macroglossum stellatarum,NBNSYS0000006072,1,1,1700,,,
Macrothylacia rubi,NBNSYS0000005710,1,1,1700,,,
Malacosoma castrensis,NBNSYS0000005704,1,1,1700,,,
Malacosoma neustria,NBNSYS0000005703,1,1,1700,,,
Mamestra brassicae,NBNSYS0000006245,1,1,1700,,,
Marasmarcha lunaedactyla,NHMSYS0000503165,1,1,1700,,,
Martania taeniata,NHMSYS0021144064,1,1,1700,,,
Maruca vitrata,NHMSYS0000503170,1,1,1700,,,
Matilella fusca,NHMSYS0021143629,1,1,1700,,,
Mecyna asinalis,NHMSYS0021143731,1,1,1700,,,
Mecyna flavalis,NHMSYS0021143730,1,1,1700,,,
Megalographa biloba,NBNSYS0100003895,19,7,1954,,,
Meganephria bimaculosa,MM0001Z100H6VVQ1,1,7,1815,,,
Meganola albula,NHMSYS0021144954,1,1,1700,,,
Meganola strigula,NHMSYS0021144953,1,1,1700,,,
Melanchra persicariae,NBNSYS0000006246,1,1,1700,,,
Melanthia procellata,NHMSYS0021144045,1,1,1700,,,
Menophra abruptaria,NBNSYS0000006027,1,1,1700,,,
Merrifieldia baliodactylus,NBNSYS0100004009,1,1,1700,,,
Merrifieldia leucodactyla,NBNSYS0100004010,1,1,1700,,,
Merrifieldia tridactyla,NBNSYS0100004011,1,1,1700,,,
Mesapamea didyma,NBNSYS0000006443,1,1,1700,,,
Mesapamea secalis,NBNSYS0000006442,1,1,1700,,,
Mesogona acetosellae,NHMSYS0021144708,26,10,1895,,,
Mesoleuca albicillata,NBNSYS0000005828,1,1,1700,,,
Mesoligia furuncula,NHMSYS0021144687,1,1,1700,,,
Mesophleps silacella,NHMSYS0000503210,1,1,1700,31,12,1906
Mesotype didymata,NHMSYS0021167155,1,1,1700,,,
Mesotype didymata didymata,NHMSYS0021144050,1,1,1700,,,
Mesotype didymata hethlandica,NHMSYS0021144051,1,1,1700,,,
Metalampra italica,NHMSYS0001703661,16,8,2003,,,
Metzneria aestivella,NHMSYS0000503221,1,1,1700,,,
Metzneria aprilella,NHMSYS0000503222,1,1,1700,,,
Metzneria lappella,NHMSYS0000503224,1,1,1700,,,
Metzneria littorella,NBNSYS0000026227,1,1,1700,,,
Metzneria metzneriella,NHMSYS0000503225,1,1,1700,,,
Metzneria neuropterella,NHMSYS0000503226,1,1,1700,,,
Microloxia herbaria,NHMSYS0021164311,23,7,2016,,,
Micropterix aruncella,NHMSYS0000503229,1,1,1700,,,
Micropterix aureatella,NHMSYS0000503230,1,1,1700,,,
Micropterix calthella,NHMSYS0000503231,1,1,1700,,,
Micropterix mansuetella,NHMSYS0021142327,1,1,1700,,,
Micropterix tunbergella,NHMSYS0000503233,1,1,1700,,,
Miltochrista miniata,NBNSYS0000006123,1,1,1700,,,
Mimas tiliae,NBNSYS0000006067,1,1,1700,,,
Minoa murinata,NBNSYS0000005969,1,1,1700,,,
Minucia lunaris,NHMSYS0021144457,1,1,1832,,,
Mirificarma lentiginosella,NHMSYS0000503246,1,1,1700,,,
Mirificarma mulinella,NHMSYS0000503247,1,1,1700,,,
Mniotype adusta,NBNSYS0000006343,1,1,1700,,,
Mniotype satura,NHMSYS0021144779,1,1,1891,,,
Mniotype solieri,NBNSYS0000005284,29,8,1976,,,
Moitrelia obductella,NHMSYS0021143631,1,1,1700,,,
Moma alpium,NBNSYS0000006372,1,1,1700,,,
Mompha bradleyi,NBNSYS0100004100,1,1,1700,,,
Mompha conturbatella,NHMSYS0021142858,1,1,1700,,,
Mompha divisella,NHMSYS0000503252,1,1,1700,,,
Mompha epilobiella,NHMSYS0021142860,1,1,1700,,,
Mompha jurassicella,NHMSYS0000503256,1,1,1700,,,
Mompha lacteella,NHMSYS0000503257,1,1,1700,,,
Mompha langiella,NHMSYS0000503258,1,1,1700,,,
Mompha locupletella,NHMSYS0021142866,1,1,1700,,,
Mompha miscella,NHMSYS0021142864,1,1,1700,,,
Mompha ochraceella,NHMSYS0000503262,1,1,1700,,,
Mompha propinquella,NHMSYS0000503263,1,1,1700,,,
Mompha raschkiella,NHMSYS0000503264,1,1,1700,,,
Mompha sturnipennella,NBNSYS0100004102,1,1,1700,,,
Mompha subbistrigella,NHMSYS0000503265,1,1,1700,,,
Mompha terminella,NHMSYS0000503267,1,1,1700,,,
Monochroa arundinetella,NHMSYS0021142714,1,1,1700,,,
Monochroa conspersella,NHMSYS0000503271,1,1,1700,,,
Monochroa cytisella,NBNSYS0000026233,1,1,1700,,,
Monochroa divisella,NHMSYS0000503272,1,1,1700,,,
Monochroa elongella,NHMSYS0000503273,1,1,1700,,,
Monochroa hornigi,NHMSYS0000503274,1,1,1700,,,
Monochroa lucidella,NHMSYS0000503275,1,1,1700,,,
Monochroa lutulentella,NHMSYS0000503276,1,1,1700,,,
Monochroa moyses,NBNSYS0000005341,1,1,1700,,,
Monochroa niphognatha,NHMSYS0000503278,1,1,1700,,,
Monochroa palustrellus,NHMSYS0021142713,1,1,1700,,,
Monochroa suffusella,NHMSYS0000503281,1,1,1700,,,
Monochroa tenebrella,NHMSYS0021142707,1,1,1700,,,
Monochroa tetragonella,NHMSYS0000503283,1,1,1700,,,
Monopis crocicapitella,NHMSYS0000503285,1,1,1700,,,
Monopis fenestratella,NHMSYS0000503286,1,1,1700,,,
Monopis imella,NHMSYS0021142398,1,1,1700,,,
Monopis laevigella,NBNSYS0100004115,1,1,1700,,,
Monopis monachella,NHMSYS0000503290,1,1,1700,,,
Monopis obviella,NHMSYS0021142396,1,1,1700,,,
Monopis weaverella,NHMSYS0000503293,1,1,1700,,,
Mormo maura,NBNSYS0000006396,1,1,1700,,,
Morophaga choragella,NHMSYS0021142374,1,1,1700,,,
Musotima nitidalis,NHMSYS0021143784,1,1,1700,,,
Myelois circumvoluta,NHMSYS0021143661,1,1,1700,,,
Myrmecozela ochraceella,NHMSYS0000503306,1,1,1700,,,
Mythimna albipuncta,NHMSYS0021144867,1,1,1985,,,
Mythimna conigera,NHMSYS0021144861,1,1,1700,,,
Mythimna favicolor,NBNSYS0000006293,1,1,1895,,,
Mythimna ferrago,NBNSYS0000006286,1,1,1700,,,
Mythimna impura,NHMSYS0021144862,1,1,1700,,,
Mythimna l-album,NBNSYS0000006295,1,1,1901,,,
